915593	Q0	3538160	1	714.10944	ance
915593	Q0	82107	2	714.0882	ance
915593	Q0	8402971	3	712.99884	ance
915593	Q0	82108	4	712.8339	ance
915593	Q0	8029524	5	712.6269	ance
915593	Q0	8002852	6	712.57	ance
915593	Q0	4834226	7	712.46106	ance
915593	Q0	8178998	8	712.4604	ance
915593	Q0	4566822	9	712.397	ance
915593	Q0	8402970	10	712.39667	ance
915593	Q0	2210595	11	712.37854	ance
915593	Q0	2210597	12	712.3155	ance
915593	Q0	3538164	13	712.2717	ance
915593	Q0	8402969	14	712.22687	ance
915593	Q0	2210593	15	712.1537	ance
915593	Q0	82113	16	712.15186	ance
915593	Q0	6761348	17	712.14087	ance
915593	Q0	3538161	18	712.12787	ance
915593	Q0	82105	19	712.1251	ance
915593	Q0	8402972	20	712.09644	ance
915593	Q0	4566818	21	712.0126	ance
915593	Q0	3573479	22	711.98175	ance
915593	Q0	3538166	23	711.9441	ance
915593	Q0	3538159	24	711.938	ance
915593	Q0	2210596	25	711.93555	ance
915593	Q0	2210592	26	711.9267	ance
915593	Q0	4566816	27	711.8184	ance
915593	Q0	7709320	28	711.77655	ance
915593	Q0	2210591	29	711.7604	ance
915593	Q0	4566819	30	711.76	ance
915593	Q0	3991910	31	711.73157	ance
915593	Q0	3143377	32	711.7242	ance
915593	Q0	6923052	33	711.71606	ance
915593	Q0	8402967	34	711.71594	ance
915593	Q0	2210599	35	711.7026	ance
915593	Q0	2210594	36	711.5943	ance
915593	Q0	6761344	37	711.484	ance
915593	Q0	1772930	38	711.4701	ance
915593	Q0	8402973	39	711.44434	ance
915593	Q0	8103068	40	711.3985	ance
915593	Q0	7837086	41	711.27185	ance
915593	Q0	8029527	42	711.20734	ance
915593	Q0	6923054	43	711.19653	ance
915593	Q0	3538165	44	711.19336	ance
915593	Q0	2210590	45	711.1832	ance
915593	Q0	3538168	46	711.15564	ance
915593	Q0	8103065	47	711.1504	ance
915593	Q0	7742098	48	711.12427	ance
915593	Q0	1396701	49	711.0906	ance
915593	Q0	6761341	50	711.0757	ance
915593	Q0	8029525	51	711.05743	ance
915593	Q0	8402968	52	711.0322	ance
915593	Q0	8029532	53	711.0163	ance
